#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Host,RefSeq category
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,CMW7756B,SAMN03956213,PRJNA272125,GCA_001546845.1,Scaffold,2.09885,38.9,NA,LRQT01,94,1866,2016-02-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/546/845/GCA_001546845.1_ASM154684v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/546/845/GCF_001546845.1_ASM154684v1,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,OK5,SAMN06644703,PRJNA380512,GCA_002082765.1,Complete,2.07195,39.1,chromosome:NZ_CP020566.1/CP020566.1,,1,1788,2017-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/765/GCA_002082765.1_ASM208276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/765/GCF_002082765.1_ASM208276v1,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,AF36-15BH,SAMN09734641,PRJNA482748,GCA_003474825.1,Scaffold,1.99286,38.9,NA,QRPF01,24,1780,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/474/825/GCA_003474825.1_ASM347482v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/474/825/GCF_003474825.1_ASM347482v1,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,KHUD_V1,SAMN09946802,PRJNA488979,GCA_003605975.1,Scaffold,2.18929,39,NA,QXZZ01,54,1956,2018-10-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/975/GCA_003605975.1_ASM360597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/605/975/GCF_003605975.1_ASM360597v1,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,DFI.4.11,SAMN22167503,PRJNA737800,GCA_020559285.1,Contig,2.2249,39.2,NA,JAJCLE01,326,2165,2021-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/559/285/GCA_020559285.1_ASM2055928v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/559/285/GCF_020559285.1_ASM2055928v1,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,DFI.2.98,SAMN22167423,PRJNA737800,GCA_020560985.1,Contig,2.2125,39.1,NA,JAJCNH01,239,2153,2021-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/560/985/GCA_020560985.1_ASM2056098v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/560/985/GCF_020560985.1_ASM2056098v1,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,NCTC11830,SAMEA4475705,PRJEB6403,GCA_900460235.1,Contig,2.10794,39,NA,UHIF01,8,1846,2018-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/460/235/GCA_900460235.1_51485_B02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/460/235/GCF_900460235.1_51485_B02,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,Veillonella_atypica_BgEED38,SAMEA5664382,PRJEB32184,GCA_901875535.1,Contig,2.07856,38.9,NA,CABFMO01,60,1823,2021-02-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/875/535/GCA_901875535.1_Veillonella_atypica_BgEED38,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/875/535/GCF_901875535.1_Veillonella_atypica_BgEED38,Homo sapiens,NA
Veillonella atypica,Bacteria;Terrabacteria group;Firmicutes,MGYG-HGUT-01444,SAMEA5850947,PRJEB33885,GCA_902375065.1,Scaffold,2.07161,39.1,NA,CABKSO01,3,1815,2019-08-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/375/065/GCA_902375065.1_MGYG-HGUT-01444,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/375/065/GCF_902375065.1_MGYG-HGUT-01444,Homo sapiens,representative
Veillonella atypica ACS-049-V-Sch6,Bacteria;Terrabacteria group;Firmicutes,ACS-049-V-Sch6,SAMN00100757,PRJNA51075,GCA_000179735.1,Contig,2.05387,39,NA,AEDR01,63,1817,2010-08-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/735/GCA_000179735.1_ASM17973v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/735/GCF_000179735.1_ASM17973v1,Homo sapiens,NA
Veillonella atypica ACS-134-V-Col7a,Bacteria;Terrabacteria group;Firmicutes,ACS-134-V-Col7a,SAMN00100747,PRJNA51079,GCA_000179755.1,Contig,2.15191,39,NA,AEDS01,70,1870,2010-08-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/755/GCA_000179755.1_ASM17975v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/755/GCF_000179755.1_ASM17975v1,Homo sapiens,NA
Veillonella atypica KON,Bacteria;Terrabacteria group;Firmicutes,KON,SAMN02436795,PRJNA80237,GCA_000318355.2,Scaffold,1.99716,39,NA,AMEX01,40,1808,2012-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/355/GCA_000318355.2_ASM31835v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/355/GCF_000318355.2_ASM31835v2,Homo sapiens,NA
Veillonella atypica KON,Bacteria;Terrabacteria group;Firmicutes,ATCC 17744,SAMD00090152,PRJDB3830,GCA_002959915.1,Contig,2.03741,39,NA,PPDE01,11,1824,2018-02-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/959/915/GCA_002959915.1_ASM295991v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/915/GCF_002959915.1_ASM295991v1,Homo sapiens,NA
Veillonella denticariosi JCM 15641,Bacteria;Terrabacteria group;Firmicutes,JCM 15641,SAMD00090155,PRJDB3830,GCA_002959855.1,Contig,1.98187,42.9,NA,PPDB01,8,1753,2018-02-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/959/855/GCA_002959855.1_ASM295985v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/855/GCF_002959855.1_ASM295985v1,Homo sapiens,representative
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,DNF00926,SAMN04324900,PRJNA246511,GCA_001553315.1,Scaffold,2.04549,38.6,NA,LSDO01,58,1826,2016-02-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/315/GCA_001553315.1_ASM155331v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/315/GCF_001553315.1_ASM155331v1,Homo sapiens,NA
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,bj_0095,SAMN10239560,PRJNA496358,GCA_004166985.1,Contig,2.07502,38.6,NA,RCYW01,14,1852,2019-02-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/166/985/GCA_004166985.1_ASM416698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/166/985/GCF_004166985.1_ASM416698v1,Homo sapiens,NA
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,BIOML-A3,SAMN11946667,PRJNA544527,GCA_009710805.1,Scaffold,2.70864,43.2,NA,WMKN01,154,2479,2019-11-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/710/805/GCA_009710805.1_ASM971080v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/710/805/GCF_009710805.1_ASM971080v1,Homo sapiens,NA
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,BIOML-A2,SAMN11946666,PRJNA544527,GCA_009710825.1,Scaffold,2.07703,38.6,NA,WMKO01,12,1822,2019-11-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/710/825/GCA_009710825.1_ASM971082v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/710/825/GCF_009710825.1_ASM971082v1,Homo sapiens,NA
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,BIOML-A1,SAMN11946665,PRJNA544527,GCA_009710845.1,Contig,2.08434,38.6,NA,WMKP01,26,1841,2019-11-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/710/845/GCA_009710845.1_ASM971084v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/710/845/GCF_009710845.1_ASM971084v1,Homo sapiens,NA
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,1001216B_150713_A10,SAMN15532443,PRJNA637878,GCA_015547025.1,Scaffold,2.11478,38.5,NA,JADMUI01,24,1890,2020-11-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/547/025/GCA_015547025.1_ASM1554702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/547/025/GCF_015547025.1_ASM1554702v1,Homo sapiens,NA
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,NCTC11831,SAMEA4442464,PRJEB6403,GCA_900637515.1,Complete,2.11692,38.9,chromosome 1:NZ_LR134375.1/LR134375.1,,1,1886,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/515/GCA_900637515.1_51184_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/515/GCF_900637515.1_51184_A01,Homo sapiens,representative
Veillonella dispar,Bacteria;Terrabacteria group;Firmicutes,MGYG-HGUT-00214,SAMEA5849716,PRJEB33885,GCA_902364435.1,Scaffold,2.03346,38.8,NA,CABJDT01,119,1602,2019-08-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/364/435/GCA_902364435.1_MGYG-HGUT-00214,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/364/435/GCF_902364435.1_MGYG-HGUT-00214,Homo sapiens,NA
Veillonella dispar ATCC 17748,Bacteria;Terrabacteria group;Firmicutes,ATCC 17748,SAMN00008863,PRJNA30491,GCA_000160015.1,Scaffold,2.11877,38.9,NA,ACIK02,3,1886,2009-03-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/015/GCA_000160015.1_ASM16001v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/015/GCF_000160015.1_ASM16001v1,Homo sapiens,NA
Veillonella dispar DORA_11,Bacteria;Terrabacteria group;Firmicutes,,SAMN02316559,PRJNA221498,GCA_000508585.1,Scaffold,2.43261,38.5,NA,AZMJ01,605,2680,2013-12-16T16:26:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/585/GCA_000508585.1_Vll_DORA_11_velvet_1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/585/GCF_000508585.1_Vll_DORA_11_velvet_1.1,Homo sapiens,NA
Veillonella infantium,Bacteria;Terrabacteria group;Firmicutes,T11011-4,SAMD00090153,PRJDB3830,GCA_002959895.1,Contig,2.02134,38.6,NA,PPDD01,15,1804,2018-02-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/959/895/GCA_002959895.1_ASM295989v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/895/GCF_002959895.1_ASM295989v1,Homo sapiens,representative
Veillonella montpellierensis DNF00314,Bacteria;Terrabacteria group;Firmicutes,DNF00314,SAMN02850965,PRJNA219664,GCA_000759285.1,Contig,1.97684,37.1,NA,JRNT01,72,1671,2014-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/285/GCA_000759285.1_04_NF40_HMP872v01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/285/GCF_000759285.1_04_NF40_HMP872v01,Homo sapiens,NA
Veillonella montpellierensis DSM 17217,Bacteria;Terrabacteria group;Firmicutes,DSM 17217,SAMN02440645,PRJNA195824,GCA_000426745.1,Scaffold,1.87091,37,NA,AUFY01,40,1579,2013-07-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/745/GCA_000426745.1_ASM42674v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/745/GCF_000426745.1_ASM42674v1,Homo sapiens,representative
Veillonella nakazawae,Bacteria;Terrabacteria group;Firmicutes,T1-7,SAMD00199103,PRJDB3830,GCA_013393365.1,Complete,2.09782,38.6,chromosome:NZ_AP022321.1/AP022321.1,,1,1864,2020-06-25T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/365/GCA_013393365.1_ASM1339336v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/393/365/GCF_013393365.1_ASM1339336v1,Homo sapiens,representative
Veillonella nakazawae,Bacteria;Terrabacteria group;Firmicutes,DFI.4.35,SAMN22167510,PRJNA737800,GCA_020593325.1,Contig,2.13326,38.8,NA,JAJDLA01,191,1977,2021-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/593/325/GCA_020593325.1_ASM2059332v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/593/325/GCF_020593325.1_ASM2059332v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,SHI-1,SAMN04325242,PRJNA305444,GCA_001487025.1,Scaffold,1.06854,38.8,NA,LOJO01,7,924,2016-01-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/487/025/GCA_001487025.1_ASM148702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/025/GCF_001487025.1_ASM148702v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,DNF00876,SAMN04324899,PRJNA246509,GCA_001553335.1,Scaffold,2.05044,38.6,NA,LSDP01,41,1790,2016-02-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/335/GCA_001553335.1_ASM155333v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/335/GCF_001553335.1_ASM155333v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,UMB0371,SAMN08193736,PRJNA316969,GCA_002847925.1,Scaffold,2.15056,38.6,NA,PKHW01,14,1911,2017-12-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/847/925/GCA_002847925.1_ASM284792v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/925/GCF_002847925.1_ASM284792v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,AM48-14BH,SAMN09736605,PRJNA482748,GCA_003464005.1,Scaffold,2.08719,38.7,NA,QSEQ01,111,1598,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/464/005/GCA_003464005.1_ASM346400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/464/005/GCF_003464005.1_ASM346400v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,AF04-47,SAMN09734183,PRJNA482748,GCA_003465965.1,Scaffold,2.14021,38.7,NA,QSBH01,21,1908,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/965/GCA_003465965.1_ASM346596v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/965/GCF_003465965.1_ASM346596v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,KHUD_VP2,SAMN09946803,PRJNA488979,GCA_003584215.1,Scaffold,2.14419,38.6,NA,QYAA01,16,1887,2018-09-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/215/GCA_003584215.1_ASM358421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/584/215/GCF_003584215.1_ASM358421v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,BIOML-A1,SAMN11946668,PRJNA544527,GCA_009710745.1,Scaffold,2.15596,39,NA,WMKM01,62,1871,2019-11-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/710/745/GCA_009710745.1_ASM971074v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/710/745/GCF_009710745.1_ASM971074v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,BIOML-A2,SAMN11946669,PRJNA544527,GCA_009710775.1,Contig,2.05657,38.7,NA,WMKL01,17,1757,2019-11-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/710/775/GCA_009710775.1_ASM971077v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/710/775/GCF_009710775.1_ASM971077v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,1001295B_180824_H5,SAMN15532465,PRJNA637878,GCA_015549975.1,Scaffold,2.06001,38.7,NA,JADMZX01,9,1809,2020-11-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/549/975/GCA_015549975.1_ASM1554997v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/549/975/GCF_015549975.1_ASM1554997v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,1001216B_150713_F11,SAMN15532431,PRJNA637878,GCA_015554925.1,Scaffold,2.12776,38.5,NA,JADNJL01,13,1898,2020-11-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/554/925/GCA_015554925.1_ASM1555492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/554/925/GCF_015554925.1_ASM1555492v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,MCC755,SAMN12147434,PRJNA548918,GCA_018783925.1,Scaffold,2.09813,38.7,NA,WQNK01,36,1837,2021-06-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/783/925/GCA_018783925.1_ASM1878392v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/783/925/GCF_018783925.1_ASM1878392v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,K63,SAMN14389591,PRJNA612981,GCA_019731115.1,Scaffold,2.07458,38.7,NA,JAASJV01,7,1797,2021-08-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/731/115/GCA_019731115.1_ASM1973111v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/731/115/GCF_019731115.1_ASM1973111v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,DFI.7.66,SAMN22167487,PRJNA737800,GCA_020559585.1,Contig,2.09617,38.6,NA,JAJCLN01,23,1859,2021-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/559/585/GCA_020559585.1_ASM2055958v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/559/585/GCF_020559585.1_ASM2055958v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,DFI.7.67,SAMN22167488,PRJNA737800,GCA_020559605.1,Contig,2.1551,38.6,NA,JAJCLM01,18,1896,2021-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/559/605/GCA_020559605.1_ASM2055960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/559/605/GCF_020559605.1_ASM2055960v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,NCTC11810,SAMEA4063028,PRJEB6403,GCA_900186885.1,Complete,2.13214,38.6,chromosome 1:NZ_LT906445.1/LT906445.1,,1,1826,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/885/GCA_900186885.1_48903_D01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/885/GCF_900186885.1_48903_D01,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,UTDB1-3,SAMN06317777,PRJNA373880,GCA_002005185.1,Complete,2.17852,38.8,chromosome:NZ_CP019721.1/CP019721.1,,1,1918,2017-02-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/185/GCA_002005185.1_ASM200518v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/185/GCF_002005185.1_ASM200518v1,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,Veillonella_parvula_BgEED39,SAMEA5664383,PRJEB32184,GCA_901876955.1,Contig,2.12524,38.6,NA,CABFMP01,13,1887,2021-02-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/876/955/GCA_901876955.1_Veillonella_parvula_BgEED39,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/876/955/GCF_901876955.1_Veillonella_parvula_BgEED39,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,MGYG-HGUT-01349,SAMEA5850852,PRJEB33885,GCA_902374055.1,Scaffold,2.17442,38.7,NA,CABKOT01,10,1899,2019-08-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/374/055/GCA_902374055.1_MGYG-HGUT-01349,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/374/055/GCF_902374055.1_MGYG-HGUT-01349,Homo sapiens,NA
Veillonella parvula,Bacteria;Terrabacteria group;Firmicutes,SKV38,SAMEA6589604,PRJEB36442,GCA_902810435.1,Complete,2.14648,38.7,chromosome 1:NZ_LR778174.1/LR778174.1,,1,1884,2020-04-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/810/435/GCA_902810435.1_SKV38,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/810/435/GCF_902810435.1_SKV38,Homo sapiens,representative
Veillonella parvula ACS-068-V-Sch12,Bacteria;Terrabacteria group;Firmicutes,ACS-068-V-Sch12,SAMN00138208,PRJNA49441,GCA_000215025.2,Contig,2.15214,38.5,NA,AEXI01,23,1901,2011-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/025/GCA_000215025.2_ASM21502v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/025/GCF_000215025.1_ASM21502v2,Homo sapiens,NA
